4,24.00,75.20,40.00
2008,24.00,75.20,40.00
4013,24.00,75.20,40.00
6019,24.00,75.20,40.00
8023,24.00,75.20,40.00
10028,24.00,75.20,40.00
12033,24.00,75.20,40.00
14036,24.00,75.20,40.00
16043,24.00,75.20,40.00
18046,24.00,75.20,40.00
